Auteur,Adresse,Lien,Type-lien
"snowinn"" ",noreply@apps.tradeinn.com,unsubscribe-a1bd2f765564ad77db2bd6149ecf1225@apps.tradeinn.com,mailto
Emily from Userneeds ,info@userneeds.ie,"http://link.userneeds.com/mail/ISPUnregister?guid=621a13gz019JuwYFaDg&mid=-1117809770>,<mailto:-1117809770_621a13gz019JuwYFaDg_A106@listmanager.carmamail.com>",lien
Michael BERHANU ,michael.berhanu@univ-paris-diderot.fr,sympa@listes.u-paris.fr,mailto
Vos documents MAAF ,vosdocumentsMAAF@information.maaf.fr,contact@unsubscribe.mm-send.com,mailto
MAAF ,enquete-maaf@coteclients.fr,https://xlkpw.mjt.lu/unsub2?m=EAAAAjCVdwkAAcktSD4AALFb-X8AAAAAAdYAAAAAAA65sABhZ_Z-n4oTliKnQKO77DMrqCcqWQAOdLM&b=011bbdae&e=49dfb468&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
"Vente Du Diable.com"" ",vente-du-diable@infoclient.vente-du-diable.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/794158211_2041026_876_52BSVfNvbJ>,lien
EDF ,votre-conseiller@relation-clients-edf.fr,"https://links.informations-edf.fr/luoo/v1/UnhQY3BXZ0hNMlZobW5nYVBYV0E1TkpzY1JOV2xIRXJtaVUwU2lITmNXVjZRbkwxWE9BSkhUTCtjQjNIT1dENkxuZ3dibmhhcTQ4amNkUnBLQkVJTTBkb28xZzlncTNBS0>,",lien
"Vente Du Diable.com"" ",ventes-du-diable@info.vente-du-diable.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/794158211_2013417_296641_52BSVfNvbJ>,lien
"Martin Strathemann"" ",martins@go.mathworks.com,http://app.go.mathworks.com/e/u?s=646005169&elq=49a7f3361e164b89927b698504dfbb55&t=17>,lien
"Indify"" ",hello@indify.co,https://ddiieje.r.bh.d.sendibt3.com/tr/un/li/iFWkA-upi2i1rm8Jeufl_0r22z3GG83jAwigdLb_DPdDL8ehNKqVkG1MQ2JXxnEUyj9PyA7aMMtGGsTR-ETMe9_o6nYVV07ZHaA4ew9JOEqaQzM4clV4hjIo-vY97eyympYcJK35P7nSH0lltMqRnQUOR0EniFwnVWYudZQhOMbJe0e3GH1wZDpaNBj_8Upw_THhq_M>,lien
=?UTF-8?Q?Lotta_Userneedsilt=C3=A4?= ,info@userneeds.fi,"http://link.userneeds.com/mail/ISPUnregister?guid=621a13gz019NBJTJaDg&mid=-1152541714>,<mailto:-1152541714_621a13gz019NBJTJaDg_A106@listmanager.carmamail.com>",lien
"Notion"" ",notify@mail.notion.so,unsubscribe@unsub.spmta.com,mailto
"=?UTF-8?Q?C=C3=A9line_Arguairolles?=
 ",celine.arguairolles@ef.com,"http://click.ef.com/subscription_center.aspx?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJtaWQiOiI3Mjc4MTM3IiwicyI6IjI5MTYxMTUxMyIsImxpZCI6IjEwIiwiaiI6IjI0MzYzNTUiLCJqYiI6IjI4MDU0IiwiZCI6IjcwMTYyIn0.hBYrVSAMqqvMjtGX4j-JdthN5e2gu36dsWjsUunpguk>,",lien
"EF Education First"" ",celebritystudent@ef.com,"http://click.ef.com/subscription_center.aspx?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJtaWQiOiI3Mjc4MTM3IiwicyI6IjI5MTYxMTUxMyIsImxpZCI6IjEwIiwiaiI6IjI0MjUxMjgiLCJqYiI6IjMxMDcyIiwiZCI6IjcwMTYzIn0.QEr_-uThQ4teyTGQ3cZEoAfXoV6DH1T2fj0DvqGFm9s>,",lien
FranceConnect ,ne-pas-repondre@franceconnect.gouv.fr,https://4756.mjt.lu/unsub2?m=AMoAAKx4LZAAAAAAAAAAAKpDnHYAAP-KF9gAAAAAAAR7kgBhHYZDOMubtPdyTYqn9O6P0gLgbQAESuY&b=6a760cd8&e=057a2847&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
=?UTF-8?q?L=27=C3=A9quipe_ADN?= ,contact@animedigitalnetwork.fr,https://xzjux.mjt.lu/unsub2?m=CAAAAgb7km0AAAAAAAAAAbKSZtUAAYCqSUAAAAAAABJr-wBhGkhG_102X5W2QTa_ocDJiFnhEwASbSs&b=b9147a63&e=4ce68aa8&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
Ophtalmologie Express ,contact@ophtalmologie-express.fr,https://6pcp5.r.ah.d.sendibm4.com/mk/un/li/gRXPUItpkWMyEjBuhhOuG_0KDXH_l521iDe1BKucnJIf61NMzQ3p8MRq5CsAtBNXiwUePifgOsXtEuskIi3AjtlUVJWv-Lu3zh2BBZF1DMnbxlhkuIEYNxMB07PSERBfTqFsErTITAakuQBpXBM>,lien
"HarvardX"" ",harvardx-news@harvard.edu,https://manage.kmail-lists.com/subscriptions/unsubscribe?a=APWNu4&c=01EYFEPNH16Z0TW9SKH48T608H&k=3b4851dd603f0237e0adb62664ebdc33&m=QPGXWw&r=BkuHeYX>,lien
"france.tv"" ",no-reply@nl.francetv.fr,bounces@nl.francetv.fr,mailto
"Outletinn"" ",ana@news.tradeinn.com,unsubscribe-6b7f30bb5884908d2d851b9bd35c61e6@news.tradeinn.com,mailto
=?utf-8?Q?MIT=20Open=20Learning?= ,MicroMasters-Support@mit.edu,"https://edx.us6.list-manage.com/unsubscribe?u=ad81d725159c1f322a0c54837&id=e07062bda1&e=b9aa3b7c4a&c=39bd0f31f1>,",lien
Queen Mary University of London ,donotreply-studentmarketing@qmul.ac.uk,outlook.com@bf07x.hubspotemail.net,mailto
MYM ,mailer@mym.fans,https://xho33.mjt.lu/unsub2?m=EAAAAeErL3cAAAAAAAAAABTP654AAAAAuGEAAAAAABRXuwBg0vpVzxEIu0miQkOPHldMIU_1pwABdcU&b=61927cba&e=ec8d6f64&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
=?UTF-8?B?V2l4LmNvbQ==?= ,wix-team@emails.wix.com,https://emails.wix.com/pub/optout/UnsubscribeOneStepConfirmAction?YES=true&_ri_=X0Gzc2X%3DAQpglLjHJlTQGizekH6ERu6YH92Uv9XFAFgyGMGzbNBE84NUinRm4mWsizdHyftHzbza22useBtCub3zcEwHbK&_ei_=EolaGGF4SNMvxFF7KucKuWP6AnOrAp2FsB7u4zqTO1I26X0esNnZt1v0HLKB9pjgLnxHU3CEWbDLKpWf2-yw6nv8T9sbnp-nxXAFqfH-4v-5dI9vR1PoE4hmZJqI05tT7RoIzYx_K5buBhggxCQ.>,lien
"study@chalmers.se"" ",nyhetsbrev@chalmers.se,https://evt.ungpd.com/Unsubscribe.aspx?AccountId=8117a48b-bad0-418e-b612-2186302f6ab7&ContactId=516e1e23-5667-4ec1-b063-208c35c63bc7&IssueId=cdcafb47-5a9a-4c1b-bffc-de026b529ecc&ir=849b4216-5add-4f84-b11f-495c3737ce24>,lien
=?utf-8?Q?Jimmy=20Fairly?= ,ecom@jimmyfairly.com,"https://jimmyfairly.us2.list-manage.com/unsubscribe?u=6bbe1a6d005fc8a035163c6a6&id=8066df2d68&e=a0d0b95416&c=92d5f4e227>,",lien
"UHR"" ",noreply@uhr.se,"https://www.anpdm.com/oa-auto/28942804/444159437342475B47744346594B71>,<mailto:delist@apsis.com?subject=UnReg:28942804::444159437342475B47744346594B71::2>",lien
"Covidliste"" ",inscription@covidliste.com,https://r.sib.covidliste.com/tr/un/li/LQKWVj9Au3lWE2G18i0pb2l0ig8Osp-wUb583O5nPDPKrKbBxUo4eY1IAOvxEGgBbE7ATYHHsyAS7CBYXQoVVk4YK6yPGg6j5BuUMtDKzGkPcHUDwpT2eQPRfmqB7y1wxpk_zxZKc6ran5Icn1WBqBYGB-6oPTtZPE6HDg>,lien
"Medium"" ",yourfriends@medium.com,https://medium-a7e301761373.intercom-mail.com/subscriptions/unsubscribe?app_id=zp3ii0g5&conversation_id=56625827644992&user_id=6070be4599316c0ca23609ad&source=header>,lien
"Canva"" ",start@engage.canva.com,v3_GU4TSNRVHFRGINLDGVQTMOBTGI4DGZDFGM2DSZC7GU4TSNRVMFRWKNJWMVRTGMJTGA2DMMZSGQ2DSZC7GU4WMNRXMNSWENJWMVRTGMJQGFRDAOBZGUYDCZS7JZVECNCNNJRTIWTKJE2U4VCZO5GUOTJSLEZFSNCNKRIXUWLNKZVVQ6KSMZMTETLNLJDWWOK2KRVTETLKIE2E2V2SNFMXURTJLJKEKMSOI5ETAT2ENMZVSVCSNFHDEWJTJZDVCMCONVEW2YSYLE4U42SBGRGWUYZVJVWU42K2I5GXUWSELEZU23KFO5HEORJULJVEM3KKNZBHAUCYMRWWG6K2GNIFIWLXJ5CESM2PI5MXST2UKUZE2RCCNJHG2TTNJ5CEKMCNGJFGUWLZLIZWI2RQGJGUIZ3ZJZ5GQ3KNNJVTCTTKIF3VS6S2NJNGUZ3YJZCE42K2KRCT2@unsubscribe.emailinboundprocessing.com,mailto
=?UTF-8?q?France_Universit=C3=A9_Num=C3=A9rique?= ,news@fun-mooc.fr,https://r.news1.fun-mooc.fr/mk/un/li/U-w5kBlxXFtL2OiismbJNG8-fqPkPo6TjBXvgCTLIYJXk8QrAojA33XOOv-jesxgmsLWLEaRcKGVkVTNvCZb3Ezx1uLasbLdrG7CJ3j_L4-ic3kyHC8-QaOWXnxx7oWeARjXParwYALo0CJT3A>,lien
HackerRank Team ,no-reply@hackerrankmail.com,https://link.mailgun.com/u/eJwdzDkOwyAQAMDXhBKxsFwFRZp8w1owli1DsAD_P8cDZtbgjSHJjiCFBIEAgIDSceAAWmvlXg6lfyqPDxRXG7PSmLnzndKZe6f3WekoPLXK9qCStSbF1aBTJLUHDXYzm7LCIvpkWA_lTjQi9di_X7tnae386xl-0TJzvQrNvGj1AV7eL2M>,lien
SoloLearn ,team@info.sololearn.com,"https://links.sololearn.com/e/encryptedUnsubscribe?_r=cb53f5ab55da44ddb68d70301ef2fd95&_s=0eba921e64744909b540650373dc0dbc&_t=NCBC2Y3pafaYP647w3hjnmO30FNeiz59zycnFJTWZv_mAnpJZrXufbmep8GE7VhZT51YW7ANMmw1VCD1maF6huqWPHujG_sSV1JWEj-dACxbWRcwMZdBKrhduBVEo5sJfCJ4SzMGUPZu_Zs-UpWP0J0koIjVvbv0cJfltAH2yQ8%3D>,<mailto:unsubscribe+2189110+3001491@unsubscribe.iterable.com>",lien
Les Crous ,no-reply@national.lescrous.fr,P-U-216299408-30486008-C-223297424@national.lescrous.fr,mailto
Adrian Daerr ,adrian.daerr@univ-paris-diderot.fr,sympa@listes.u-paris.fr,mailto
Heroku ,noreply@heroku.com,https://link.mailgun.com/u/eJwVzUEOgyAQQNHTyA4zAg7Dgl3vYQYYW1MrDWqa3r72AP_9Er1BUUtEwCGbUMYUiCY2nFNIAQsIuSHMqXNQvlvVYUZywKCvgLSzftRkndEgIr6MFJBt_-JlVY9YwCBDZieu8OATgM0DkxCKnz2TanE9M--JW2rXoJ7HWuuzz_WljvhHpHX2tsln2pf7dr5_l7A0RQ>,lien
"github-learning-lab[bot]"" ",notifications@github.com,https://github.com/notifications/unsubscribe/ATNIHHUU2I7YUN6X4ZXTG5LTFSOULANCNFSM4Z3RUY2Q>,lien
edX ,news@edx.org,"https://link.edx.org/oc/5fabcbd10199b6396c2ecbd16058196d3985a2563fe6f0a6/dd503ff0>,",lien
"SoloLearn"" ",info@sololearn.com,https://u2153803.ct.sendgrid.net/wf/unsubscribe*q*upn=YIcAWPJZx94BPKBFP-2BC5fJI7XCCgUJ6rq7TBO1UcGlUOYhESpe-2FZG64KQchdSy0F9glFgsspfExvLQIA1Id0qRlrWY2zVB-2Bfg0gDU657cmpvK3PAoI9sng30w6gmiJnovr7rO3qXO1jEUmDYJWXQD1L-2FboYeUsaJDYxam7Un-2BgHDMotLpVH6o6-2FdyKnxGBXbBxhPgfrz8t8aDniNy20DZ8BWKP1uoCrg5k-2FLos-2B6qCs-3D>,lien
"HSE University"" ",no-reply@m.mail.coursera.org,unsubscribe@mail.coursera.org,mailto
=?utf-8?Q?Jimmy=20Fairly?= ,noreply@jimmyfairly.com,"https://jimmyfairly.us2.list-manage.com/unsubscribe?u=6bbe1a6d005fc8a035163c6a6&id=8066df2d68&e=a0d0b95416&c=aea4fbe7ba>,",lien
"Microsoft Rewards"" ",microsoftrewards@email.microsoftrewards.com,leave-fd8915711a3c402029-fe5d17747363077e7316-fefd1771746203-fe6215707c6200797115-ff311c707562@leave.email.microsoftrewards.com,mailto
edX ,courses@edx.org,"https://link.edx.org/oc/5fabcbd10199b6396c2ecbd1603321c5b6376e210f1c1dbc/ef288c1c>,",lien
Gibert Joseph Logistique ,service.client@gibertjoseph.com,https://r30o.mjt.lu/unsub2?m=ANAAAJTjsq8AAAAAAAAAAK5nLz4AAWeuMpAAAAAAAApsowBgJkhPxxeuSxvHQJCRxMNG_hWW2QAA2AE&b=06b2e9f7&e=be8f1932&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
Service Client Gibert ,service.client@gibert.com,https://rp9i.mjt.lu/unsub2?m=AUsAACIAdDUAAAAAAAAAAOySv3UAAWzralQAAAAAAApsUgBgI937MrUcaR4jRH2IYy5gLduGJwAA2AE&b=6f1b2df3&e=377c95d1&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
Blandine Lebrun ,blandine.lebrunppm@gmail.com,sympa@listes.u-paris.fr,mailto
"Neevo from Neevo"" ",neevo@neevo.ai,https://neevo.intercom-mail.com/subscriptions/unsubscribe?app_id=vwza49x0&conversation_id=126007106434604&user_id=5ea2bd29afa3efc6b6f08101>,lien
=?utf-8?Q?Zoom=20Video=20Communications?= ,teamzoom@zoom.us,"https://zoom.us5.list-manage.com/unsubscribe?u=246be7c94abce5e51bf4996a4&id=60fe8c71eb&e=3bbb8b28fe&c=9f88401201>,",lien
"Change.org"" ",change@e.change.org,unsubscribe@unsub.spmta.com,mailto
"Neevo"" ",noreply@neevo.ai,https://neevo.intercom-mail.com/subscriptions/unsubscribe?app_id=vwza49x0&conversation_id=126007105986719&user_id=5ea2bd29afa3efc6b6f08101>,lien
Google Account ,googleaccount-noreply@google.com,https://www.google.com/appserve/mkt/optout/AD-FnEzbUkU-GRAZ_CEb9yuEc9tSfHs-PtHoBNwC9YZUNCoeTZVY5-a47Zekg4rlWcBZHRK3GarZV3Knd0cjpxEr9F60c2070Kh1f89cVdFVRxMtJu3iBsWm?hl=fr>,lien
monCVparfait ,lettreinformation@mailer.moncvparfait.fr,"http://links.mailer.moncvparfait.fr/e/encryptedUnsubscribe?_r=75123fa42d4b4b45aee9d7bbf1c094ba&_s=0534aeef7def4e6d936320fa3ee1663d&_t=-Mo2gkwtDq8Y-2fi5mDCjZBfYi389yF_01WPvLwsJKhjd-r_Hyht3V8Q6NIz5KKAtsWYHVHiYipk-Nwsyb9Hu31yPUcjIbVPpr2-9ZtH5Cs-jjSQeTt0IBGMpN6vdeAySsvTjKjujeFkW1Uq4esP4Nm4kIQwRRoNX4n9RLA1BPw%3D>,<mailto:unsubscribe+1856398+2552635@unsubscribe.iterable.com>",lien
"Petit BamBou"" ",bienvenue@petitbambou.com,https://cjcefbj.r.bh.d.sendibt3.com/tr/un/li/lSIaSc05jjoc_Q0f_cF6vSz0mqVJLlT-Cw1iR02-7BcPZ7NWBdkRuUznJ7fEjZSDLuJsHe8yxklUrvLll5vUl5SO6PZTxMwQmkKMR0jlrlbadjAgp9d7NFXbYXky-l6Kma0hx4SrFjuN6apwMJ4MRh3kklbOSF2o3-xOzxgV0iV6ge8>,lien
=?utf-8?Q?Nada=20Hassan?= ,export@dubicars.com,"https://dubicars.us10.list-manage.com/unsubscribe?u=e611290bd709b3ad5069261c2&id=3d8d3facba&e=649bd32ba8&c=58141f0f9c>,",lien
"=?UTF-8?Q?Aur=C3=A9lie_Martin?=
 ",aurelie.martin@mailer.moncvparfait.fr,"http://links.mailer.moncvparfait.fr/e/encryptedUnsubscribe?_r=75123fa42d4b4b45aee9d7bbf1c094ba&_s=b562c6020351454084f8bcc25e496930&_t=MRNBNwg2ceL9H1GX9ZVGmKRnWlt_MqHObAzwJpdOAKnDhcI-Sk0ZIKi6JvApT8ej10ho0pOG4HMe9DlXLxthiaHWs34c7ZRYdVbMVFlK-3TvW1O8LP3ULUWJ61gH1cSLE8jbCh974qRa0CI_ZViOLrzF4BDt_X13dfiLw9VqAgQ%3D>,<mailto:unsubscribe+1790897+2466407@unsubscribe.iterable.com>",lien
arkose&co ,communication@arkose.com,https://q10w.mjt.lu/unsub2?m=AMUAAIve3B8AAcpxr7IAAKjKbGkAAAAUTR4AJLLwAAnxjABfzaeFZZaUtXBbQ9SycLlyVRaAvAAJaPg&b=a3d61a2e&e=9e1a5565&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
Hubside ,no-reply@n2.hubside.com,https://nkrq.mjt.lu/unsub2?m=EAAAAUMvYMwAActEWrYAALXLg9EAAYCrKZIAAAAAAAnKJgBfyhI-rE7kYWiMQ_SdVHcCAaJbSwAJRb4&b=35f493ee&e=b429a88a&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
Anais Feasson ,anaisfeasson@yahoo.fr,sympa@listes.u-paris.fr,mailto
Prosper Emerguy ,emerguyprosper@gmail.com,sympa@listes.u-paris.fr,mailto
Natalie Blot ,nataliebsemail@gmail.com,sympa@listes.u-paris.fr,mailto
Les Crous ,LesCrous@national.lescrous.fr,P-U-190971584-121442060-C-196320872@national.lescrous.fr,mailto
"=?utf-8?Q?Cr=C3=A9dit?= Agricole d'Ile-de-France
 ",infoclients.noreply@emailing.ca-paris.fr,https://cadif.massmailing-grp-ext.credit-agricole.fr/optout/10183235/23-j1bTIs8MIYd6WDK/fbl>,lien
YouTube ,noreply@youtube.com,http://www.youtube.com/email_unsubscribe?uid=TemDxAE7k_bq96EVRtPi_A&action_unsubscribe=9-eXNTAiIY18232EgAyMuD5VYn58MTYwMzc5ODk3MkAxNjAzNzk4OTcy&feature=em-comments>,lien
"Change.org"" ",change@a.change.org,unsubscribe@unsub.spmta.com,mailto
"fastnfluent"" ",fabrice@fastnfluent.com,http://fastnfluent.activehosted.com/box.php?nl=10&c=135&m=248&s=c5f072d5ee06ed3bfa6896aa4bbc1227&funcml=unsub2&luha=1>,lien
"=?UTF-8?B?Q3LDqWRpdCBBZ3JpY29sZSBkJ0lsZS1kZS1GcmFuY2U=?=
 ",diffusion@e-ca-paris.fr,unsubscribe@ca.mail.e.sparkpost.com,mailto
"Caitlyn at Toggl Track"" ",support@track.toggl.com,https://toggl.intercom-mail.com/subscriptions/unsubscribe?app_id=ayixs927&conversation_id=106481304450551&user_id=5f16fad79e32f5127f004285>,lien
Agence imagine R ,nepasrepondre@communication-navigo.fr,https://uo7q.mjt.lu/unsub2?m=EAAAAQ9Pc7gAAcfNckQAAI_MmkwAAYCqm8kAAAAAAAWE6ABfatrGN877TtfITDSRd068Xzg1GQAEZco&b=e8804f9b&e=2a6e815d&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
=?utf-8?Q?1026=20studio?= ,hello@1026.studio,"https://studio.us1.list-manage.com/unsubscribe?u=c6540724bfbf38af3330e2d06&id=5a2b1d2ba1&e=ba211de8fa&c=a55f967b7f>,",lien
Les Crous ,lescrous@national.lescrous.fr,unsubscribe-184327712-116245364-178916000-607760-44-185713280-44-44@national.lescrous.fr,mailto
Charlotte Sert ,Charlotte.Sert@univ-paris-diderot.fr,sympa@listes.univ-paris-diderot.fr,mailto
=?UTF-8?Q?L=c3=a9a_Fraisse?= ,lea.fraisse@univ-paris-diderot.fr,sympa@listes.univ-paris-diderot.fr,mailto
Samy Abbes ,samy.abbes@univ-paris-diderot.fr,sympa@listes.univ-paris-diderot.fr,mailto
=?utf-8?Q?Neoness?= ,noreply@neoness-forme.com,"https://neoness-forme.us13.list-manage.com/unsubscribe?u=ead1332cd440a21145547b338&id=208ac4d6fa&e=c911f81539&c=7552f7b5a0>,",lien
"Duolingo"" ",hello@duolingo.com,unsubscribe@unsub.spmta.com,mailto
"Elisabeth from Neevo"" ",elisabeth-ishikawa@neevo.ai,https://neevo.intercom-mail.com/subscriptions/unsubscribe?app_id=vwza49x0&conversation_id=126007100674928&user_id=5ea2bd29afa3efc6b6f08101>,lien
"Vacanceselect"" ",Vacanceselect@b2d1068.espmp-nifr.net ,"https://tr.b2d1068.espmp-nifr.net/hit/B2D1/068/gz/FovFN82ZcjJ6bKtDjDCZxxK1rSP9Gy--ck5r-IiY7gJwYPX8QfzLrjoVnrFsGHtjOP77k7bBIFvSLoCyR-cDPZ-13Bo22YBcKtJMSUVgcOzg__jggQ-xGmF_1QQ6CZ9COF46erpV8-qEdOka9KQ4qsPxIfY-ncna5dkzm8wxlvgka7ivCGLmzLgo33q2WR5xzaT0DrkfTq1T62fqgKXpdYez9JKF3ZelxQZZ4EGyhJL9Y4Hm48_1gQPgFtREu_mcillX83i7iUhoEv4KsuxDFzIUToKgTxyjBD_cqMiQk2CNaCGiK8tsEe628P1k0AW6d1b8fawVANozVeqyLDqTk9EUZ888cUui2LlAtQv266yYy9w90dmLl2D6>,<mailto:MPU-AB2D1068-002LL2-002B8O9C@b2d1068.espmp-nifr.net?subject=unsubscribe>",lien
Audrey DALLA FRANCESCA ,audrey.dallafrancesca@univ-paris-diderot.fr,sympa@listes.univ-paris-diderot.fr,mailto
Lea Fraisse ,Lea.Fraisse@univ-paris-diderot.fr,sympa@listes.univ-paris-diderot.fr,mailto
"easyJet"" ",news@travel.easyjet.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/798227641_4799_711315_mE46rFDcHa>,lien
Indeed Apply ,indeedapply@indeed.com,http://subscriptions.indeed.com/optout?co=FR&hl=fr&tk=1e8hn8am53oa6800&ctt=CiBrCShVpWeNBcHj49G3C4ou4MNrThg2I-t5HhWOXtfjGhIgKumM_wfXWyjGzUxgRMx_x9tN9_RepzXfth-vzHECpVwaEEd81CYFy225yNPNw_4RshM%3D&token=CkBG6RSwXsqXZtQG-ZSkaDWTcv_HbJB8RBnVnEKtBpb6Nkw3EJj30-eerdmrsL80Oz6P0cavGIIccWPmLv2byza7EiCgjzCDGIvrI5VRRAbYhfptwYNEfeS4y4WLo7sxNlW-ShoQQ3QkoNMAnGWVqgti4iXwog%3D%3D&from=header,lien
Votre Assurance Maladie ,assurance-maladie@info.ameli.fr,https://stats.info.ameli.fr/u/>,lien
"easyJet"" ",easyjet@travel.easyjet.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/798227641_3812_410978_mE46rFDcHa>,lien
Ashampoo Account-Team ,account@ashampoo.com,https://www.ashampoo.com/unsubscribe/f99ffbf788c03864f2b648fb078031b2b191ed42b1002fab90eab66e71fa556c/?email=lucasbarbr@outlook.com>,lien
"OpenClassrooms"" ",no-reply@notify.openclassrooms.com,unsubscribe@unsub.spmta.com,mailto
"easyJet"" ",holidays@travel.easyjet.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/798227641_3781_994082_mE46rFDcHa>,lien
Ashampoo News ,news@ashampoo.com,https://www.ashampoo.com/unsubscribe/f99ffbf788c03864f2b648fb078031b2b191ed42b1002fab90eab66e71fa556c/?email=lucasbarbr@outlook.com>,lien
"easyJet"" ",inspiration@travel.easyjet.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/798227641_3660_2213563_mE46rFDcHa>,lien
The TOEFL Program ,donotreply@toefltest.ets.org,v-cicbejj_paplciahjn_ggkfbale_ggkfbale_a@bounce.mkt1126.com,mailto
=?UTF-8?B?ZWFzeUpldA==?= ,bookings@email.easyJet.com,https://email.easyjet.com/pub/optout/UnsubscribeOneStepConfirmAction?YES=true&_ri_=X0Gzc2X%3DAQpglLjHJlYQGkzb5zeLtiYGJtzeSEbzczazeGg7GcgzeIe7E8zaIzfd54IrMJzfdD45X7nIeo2hC&_ei_=EolaGGF4SNMvxFF7KucKuWP6AnOrAp2FsB7u4zqTO1I2wB8JiRYpH_GM6xQdQZIRjCf39U9ky_LFspoS36hnr03uYnpL5kQy6Uzi7EaApH2CYYc9RsBJ-zmGTJHXCKM.>,lien
"Expedia.fr"" ",Expedia@fr.expediamail.com,"https://link.fr.expediamail.com/uc/2/1cla%3AMjUwMzUwOTg%3AMDItYjIwMDc3LWU1MDdiN2IyYTI5NjQzZGZiNjI1YjQ4OGRkYTg2MWE0%3AbHVjYXNiYXJickBvdXRsb29rLmNvbQ%3ARlIuTVIuRElTQ09WRVIuTUVSQ0hPVEhFUi5HRU5FUklDJkVNTERUTD1EQVRFMjAyMDAzMTIuU0lEWC5LRVlYLlBBSUQ5OTk5OTk5OTkuTEFOR0ZSX0ZSLk1DSURYLlRFU1QxLlZFUlNYLk1JRFMxLTc1OTk5XzItNzYyNDA%3An%3An%3AMlIGbnRuHCxdFIwoD89OtQ>,",lien
"Picard & Moi"" ",picardetmoi@mail.picard.fr,"https://mail.picard.fr/optiext/optiextension.dll?ID=3vu3q9Druq1jyowIkAOx6ftIDbbQAkrD1kxUgwuMzFinVsVh%2B6HY_DIk1o%2BZyZsLzfGDAgUQTmCBIMBcCKbJUM%2BbF%2BApw>,",lien
"easyJet"" ",donotreply@info.easyjet.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/798227641_3129_4840968_mE46rFDcHa>,lien
Milele Motors ,info@milelemotors.com,http://43wh2.r.ag.d.sendibm3.com/mk/un/li/aRtsfJdKYNUhf-5pB76qlT5F2EGvlbDHA6ZmigLd0PpvehXkSmXxkL0r5K3cXiXTDJuTimz2GCuVTnrSBTsio4BR3TMReo6auXpRQF03lNTSptPiokv0GkfUDbt7Hj5ZksF30RAWj0S95EU-bWd->,lien
"Laure, Direct Ferries"" ",df@e.directferries.com,https://e.directferries.com/2LB1-1K1W1-C69BS0GY71/uauto.aspx>,lien
Redbubble ,email@e.redbubble.com,"https://link.redbubble.com/oc/5dbf2c9d2a077c314f709e81bnmw4.8mli/61eef854>,",lien
Indeed ,job-search@indeed.com,http://subscriptions.indeed.com/optout?co=FR&hl=fr&tk=1e1uvmjh33864801&ctt=CiAQ42ARqJUoalFu1mZOBnDCQjI8o1VTVIjxJHR0RN2FaBIgxLz2qQS6ds13vgU7Ll9qafI8BHks7uWO0swGaFA0guUaED_xmIwGnQLhPy2zaSM9RCk%3D&token=CkCh15hAXuElr9FD6hbwIPpAmcJU0MBryDNZ34FogISs1Df85CmdEzrmI8A7c1BgQPfDkF6975fl2sF_lz5Nd8gTEiCX4GfjdTWVwZ0XHLMePtyOYrOUlokS7EeF3CF-68pOkRoQMNxATbHN1mDW2Z5L_JtV4Q%3D%3D&from=header,lien
=?utf-8?Q?Lise=20d=27Altibus.com?= ,lise@altibus.com,"https://altibus.us9.list-manage.com/unsubscribe?u=b00ce8ef6d91820e503333d31&id=999d105c1b&e=28d4bb5e52&c=6c57282fee>,",lien
=?UTF-8?B?ZWFzeUpldA==?= ,holidays@email.easyJet.com,https://email.easyjet.com/pub/optout/UnsubscribeOneStepConfirmAction?YES=true&_ri_=X0Gzc2X%3DYQpglLjHJlYQGkTpeFYyjPeGkN4wBsTgIcW7oggO4zb4d92Y36iNWuzgkmBzcc6GWCH7zfh&_ei_=EolaGGF4SNMvxFF7KucKuWP6AnOrAp2FsB7u4zqTO1I2wB8JiRYpH_GM6xQdQZIRjCf39U9ky_LFspoS36hnr03uYnpL5kQy6Uzi7EaApH2CYYc9RsBJ-zmGTJHXCKM.>,lien
